street,city,neighborhood,address_area,address_neighborhood
חיים נחמן ביאליק,באר שבע,שכונה א',,
סמטת שבזי,באר שבע,שכונה א',באר שבע והסביבה,שכונה א'
קלישר,באר שבע,שכונה ג',,
מבצע ברוש,באר שבע,שכונה ו',,
מבצע חירם,באר שבע,שכונה ו',באר שבע והסביבה,שכונה ו'
עפרוני,באר שבע,"נוה זאב, נאות אילן",,
הר עודד,באר שבע,רמות,,
אהרון מסקין,באר שבע,נוה מנחם,באר שבע והסביבה,נוה מנחם
שדרות הרב מישאל דהאן,באר שבע,"נוה זאב, נאות אילן",באר שבע והסביבה,"נוה זאב, נאות אילן"
מנחם דונקלבלום,באר שבע,שכונה ו',באר שבע והסביבה,שכונה ו'
רחבת שלומציון,באר שבע,שכונה ו',,
משה וילנסקי,באר שבע,"שכונה ט' ונאות לון, אשכול",,
מרגיט להמן,באר שבע,שאר העיר,באר שבע והסביבה,שאר העיר
חטיבה שמונה,באר שבע,"נוה זאב, נאות אילן",,
חזני,באר שבע,"שכונה י""א, רמות ספיר",באר שבע והסביבה,"שכונה י""א, רמות ספיר"
סמטת יוטבתה,באר שבע,שכונה ד',,
טיילת נחל באר שבע,באר שבע,נוה נוי,,
מקס איזידור בודנהימר,באר שבע,רמות,,
עין גדי,באר שבע,"שכונה ט' ונאות לון, אשכול",,
אליהו הנביא,באר שבע,שכונה ד',באר שבע והסביבה,שכונה ד'
רחבת אלכסנדרוני,באר שבע,שכונה ו',,
הדסה,באר שבע,"העיר העתיקה, רמב""ם, דרום",,
אברהם אבן שושן,באר שבע,"שכונה ט' ונאות לון, אשכול",באר שבע והסביבה,"שכונה ט' ונאות לון, אשכול"
רחבת הרב עוזיאל,באר שבע,"שכונה י""א, רמות ספיר",,
דרך שמשון,באר שבע,שכונה ב',באר שבע והסביבה,שכונה ב'
משעול יבנה,באר שבע,"שכונה ט' ונאות לון, אשכול",,
אברהם מאפו,באר שבע,"נוה זאב, נאות אילן",,
רחבת מבצע ארז,באר שבע,שכונה ו',,
יוסף בן דוד,באר שבע,רמות,,
רבי טרפון,באר שבע,שכונה ד',,
יד ושם,באר שבע,שכונה ג',באר שבע והסביבה,שכונה ג'
פיארברג,באר שבע,"נוה זאב, נאות אילן",,
יוסף בן מתתיהו,באר שבע,שכונה ד',,
בלפור,באר שבע,שכונה א',,
קדושי בגדד,באר שבע,שכונה ה',,
שמואל פלדברג,באר שבע,רמות,באר שבע והסביבה,רמות
נרקיס,באר שבע,נוה נוי,,
האיסיים,באר שבע,שכונה ד',באר שבע והסביבה,שכונה ד'
בצלאל,באר שבע,שכונה ב',,
הנרי קנדל,באר שבע,"העיר העתיקה, רמב""ם, דרום",,
סרן דב,באר שבע,"העיר העתיקה, רמב""ם, דרום",באר שבע והסביבה,"העיר העתיקה, רמב""ם, דרום"
העלייה,באר שבע,שכונה ה',,
וייצמן,באר שבע,שכונה א',באר שבע והסביבה,שכונה א'
המרד,באר שבע,רמות,,
גרשון דובנבוים,באר שבע,"העיר העתיקה, רמב""ם, דרום",,
משעול אבן גבירול,באר שבע,שכונה ב',באר שבע והסביבה,שכונה ב'
ארלוזורוב,באר שבע,שכונה ג',,
אשלים,באר שבע,נוה נוי,באר שבע והסביבה,נוה נוי
סנהדרין,באר שבע,שכונה ד',,
שדרות הערים התאומות,באר שבע,רמות,,
קרל נטר,באר שבע,רמות,באר שבע והסביבה,רמות
בנטואיץ',באר שבע,רמות,באר שבע והסביבה,רמות
רבקה,באר שבע,נוה מנחם,,
הר חרמון,באר שבע,רמות,באר שבע והסביבה,רמות
שלמה סקולסקי,באר שבע,"נוה זאב, נאות אילן",באר שבע והסביבה,"נוה זאב, נאות אילן"
משעול זרזיר,באר שבע,שכונה ה',,
נחום גולדמן,באר שבע,רמות,באר שבע והסביבה,רמות
שאול המלך,באר שבע,"שכונה י""א, רמות ספיר",,
בר יוחאי,באר שבע,שכונה ד',באר שבע והסביבה,שכונה ד'
שלונסקי,באר שבע,שכונה ה',באר שבע והסביבה,שכונה ה'
משה אדר,באר שבע,"העיר העתיקה, רמב""ם, דרום",,
יעקב מרש,באר שבע,רמות,,
פרופסור שמשון עמיצור,באר שבע,רמות,,
רחבת הרב קוק,באר שבע,"שכונה י""א, רמות ספיר",באר שבע והסביבה,"שכונה י""א, רמות ספיר"
האבות,באר שבע,"העיר העתיקה, רמב""ם, דרום",,
דיה,באר שבע,"נוה זאב, נאות אילן",באר שבע והסביבה,"נוה זאב, נאות אילן"
טרומפלדור יוסף,באר שבע,"העיר העתיקה, רמב""ם, דרום",באר שבע והסביבה,"העיר העתיקה, רמב""ם, דרום"
משעול סבידור,באר שבע,"שכונה י""א, רמות ספיר",באר שבע והסביבה,"שכונה י""א, רמות ספיר"
אברהם אבינו,באר שבע,שכונה ד',,
נתן ילין מור,באר שבע,רמות,,
ישראל רוקח,באר שבע,"שכונה י""א, רמות ספיר",באר שבע והסביבה,"שכונה י""א, רמות ספיר"
ינשוף,באר שבע,"נוה זאב, נאות אילן",,
פרופ. מיכאל אבן ארי,באר שבע,רמות,באר שבע והסביבה,רמות
יעקב כהן,באר שבע,שכונה ב',באר שבע והסביבה,שכונה ב'
הרצל רוזנבלום,באר שבע,"נוה זאב, נאות אילן",באר שבע והסביבה,"נוה זאב, נאות אילן"
רחבת יותם,באר שבע,שכונה ו',,
התלמוד,באר שבע,שכונה ד',באר שבע והסביבה,שכונה ד'
דרך המשחררים,באר שבע,שכונה א',באר שבע והסביבה,שכונה א'
חיבת ציון,באר שבע,שכונה ג',באר שבע והסביבה,שכונה ג'
שדרות יוהנה ז'בוטינסקי,באר שבע,"נוה זאב, נאות אילן",,
קיסריה,באר שבע,"שכונה ט' ונאות לון, אשכול",,
יצחק בן צבי,באר שבע,מרכז אזרחי,באר שבע והסביבה,מרכז אזרחי
גיורא יוספטל,באר שבע,שכונה ד',,
רנה קאסן,באר שבע,רמות,,
יערה,באר שבע,נוה נוי,,
נחום שריג,באר שבע,רמות,,
חנוך גיבתון,באר שבע,נחל בקע,באר שבע והסביבה,נחל בקע
יפה ירקוני,באר שבע,שאר העיר,באר שבע והסביבה,שאר העיר
נחום גוטמן,באר שבע,"העיר העתיקה, רמב""ם, דרום",באר שבע והסביבה,"העיר העתיקה, רמב""ם, דרום"
אברהם יפה,באר שבע,רמות,באר שבע והסביבה,רמות
פרי חדש,באר שבע,שכונה ו',באר שבע והסביבה,שכונה ו'
הרב פרנק,באר שבע,שכונה ו',באר שבע והסביבה,שכונה ו'
א.ל. זיסו,באר שבע,שכונה ג',באר שבע והסביבה,שכונה ג'
רחבת מבצע קדם,באר שבע,שכונה ו',,
פרץ סמולנסקין,באר שבע,נוה מנחם,,
ישראל אפשטיין,באר שבע,רמות,באר שבע והסביבה,רמות
יצחק שיפר,באר שבע,שכונה ד',באר שבע והסביבה,שכונה ד'
רחבת איבצן,באר שבע,שכונה ו',,
רינגלבלום,באר שבע,שכונה ד',,
חשין,באר שבע,שכונה ו',באר שבע והסביבה,שכונה ו'
משה חובב,באר שבע,נחל בקע,,
מוריה,באר שבע,שכונה א',,
הצבי,באר שבע,שכונה ה',באר שבע והסביבה,שכונה ה'
יוסף קלאוזנר,באר שבע,שכונה ד',,
אברהם חלילי,באר שבע,רמות,באר שבע והסביבה,רמות
הגדודים,באר שבע,"העיר העתיקה, רמב""ם, דרום",,
הרב שלמה עדני,באר שבע,"שכונה ט' ונאות לון, אשכול",,
משעול סוכות,באר שבע,שכונה ד',באר שבע והסביבה,שכונה ד'
בנימין מטודלה,באר שבע,שכונה ד',,
יוסף תקוע,באר שבע,רמות,באר שבע והסביבה,רמות
זוהרה אלפסיה,באר שבע,שאר העיר,באר שבע והסביבה,שאר העיר
גולומב,באר שבע,שכונה ג',באר שבע והסביבה,שכונה ג'
אוסוולדו ארניה,באר שבע,שכונה ד',,
דוד הראובני,באר שבע,נוה מנחם,,
משעול דרבן,באר שבע,שכונה ה',באר שבע והסביבה,שכונה ה'
מאיר יערי,באר שבע,"שכונה י""א, רמות ספיר",,
שטיין,באר שבע,שכונה ו',באר שבע והסביבה,שכונה ו'
דוד אלעזר,באר שבע,שכונה ו',באר שבע והסביבה,שכונה ו'
פלורי אשר,באר שבע,שאר העיר,באר שבע והסביבה,שאר העיר
אוסקר שינדלר,באר שבע,רמות,,
הרב סוסו הכהן,באר שבע,שכונה ד',באר שבע והסביבה,שכונה ד'
שומרון,באר שבע,"שכונה ט' ונאות לון, אשכול",,
יהודי סוריה,באר שבע,שכונה ה',,
"רמח""ל",באר שבע,שכונה ב',,
"ד""ר ראובן הכט",באר שבע,רמות,,
אברהם שופט,באר שבע,רמות,,
פשוש,באר שבע,"נוה זאב, נאות אילן",,
אבן עזרא,באר שבע,שכונה ד',,
שמעוני,באר שבע,שכונה ב',,
יעקב אבינו,באר שבע,שכונה ד',באר שבע והסביבה,שכונה ד'
שפירא,באר שבע,שכונה א',,
זבולון המר,באר שבע,רמות,,
עוזיה המלך,באר שבע,שכונה ד',,
"ד""ר אברהם טיכו",באר שבע,נוה מנחם,,
הקנאים,באר שבע,שכונה ד',,
פרופסור גבריאל טרק,באר שבע,רמות,,
פרופסור אברהם אמיר,באר שבע,רמות,,
סיגלון,באר שבע,נוה נוי,,
רחבת טבריה,באר שבע,"שכונה ט' ונאות לון, אשכול",,
מרדכי נמיר,באר שבע,"שכונה י""א, רמות ספיר",,
"שח""ל",באר שבע,שכונה א',,
מבצע משה,באר שבע,"העיר העתיקה, רמב""ם, דרום",,
איילת השחר,באר שבע,"נוה זאב, נאות אילן",,
התבונה,באר שבע,רמות,באר שבע והסביבה,רמות
אבישי,באר שבע,שכונה ו',,
מבצע אסף,באר שבע,"העיר העתיקה, רמב""ם, דרום",באר שבע והסביבה,"העיר העתיקה, רמב""ם, דרום"
מבצע קלשון,באר שבע,שכונה ו',,
אולשן,באר שבע,שכונה ו',באר שבע והסביבה,שכונה ו'
אלעזר בן יאיר,באר שבע,שכונה ד',,
מיכאל אשבל,באר שבע,"העיר העתיקה, רמב""ם, דרום",,
"רש""י",באר שבע,שכונה ד',,
זאב טיומקין,באר שבע,"נוה זאב, נאות אילן",באר שבע והסביבה,"נוה זאב, נאות אילן"
אלפרד רוסי,באר שבע,שכונה ד',,
שטרוק,באר שבע,שכונה ב',באר שבע והסביבה,שכונה ב'
פקועה,באר שבע,נוה נוי,באר שבע והסביבה,נוה נוי
חביבה רייק,באר שבע,שכונה ג',,
בנימין מזר,באר שבע,"שכונה ט' ונאות לון, אשכול",,
"רחבת רד""ק",באר שבע,"שכונה י""א, רמות ספיר",,
לאה אמנו,באר שבע,נוה מנחם,,
ברדיצ'בסקי,באר שבע,שכונה ו',,
צבר,באר שבע,נוה נוי,,
הלפרין,באר שבע,שכונה ג',,
דרך מצדה,באר שבע,שכונה ב',,
משה דיין,באר שבע,שכונה ו',באר שבע והסביבה,שכונה ו'
יואל השופט,באר שבע,שכונה ד',באר שבע והסביבה,שכונה ד'
ג'יימס פרנק,באר שבע,רמות,,
המוכתר,באר שבע,"העיר העתיקה, רמב""ם, דרום",באר שבע והסביבה,"העיר העתיקה, רמב""ם, דרום"
הכנסת,באר שבע,שכונה ד',באר שבע והסביבה,שכונה ד'
מאיר גרוסמן,באר שבע,"נוה זאב, נאות אילן",באר שבע והסביבה,"נוה זאב, נאות אילן"
מרק חסמן,באר שבע,נוה מנחם,באר שבע והסביבה,נוה מנחם
אסתר המלכה,באר שבע,נוה מנחם,,
יצחק ולבר,באר שבע,"שכונה ט' ונאות לון, אשכול",,
יוסף ומאיר,באר שבע,"העיר העתיקה, רמב""ם, דרום",באר שבע והסביבה,"העיר העתיקה, רמב""ם, דרום"
שדרות יעלים,באר שבע,שכונה ה',,
רקפת,באר שבע,נוה נוי,באר שבע והסביבה,נוה נוי
רוברטו בקי,באר שבע,רמות,באר שבע והסביבה,רמות
